Well,Date,"34"" FPD","22"" FPD","16"" FPD","12-1/4"" FPD","8-3/8"" FPD","6-1/8"" FPD","24"" FPD","18-5/8"" FPD","13-3/8"" FPD","9-5/8"" FPD","7"" FPD"
48,48,1107.8540145966574,1039.304347826087,1656.1983471106248,483.40425531914894,817.0803858514784,1004.307692304925,722.7428571428571,894.5454545454545,2148.1481481481483,2337.9775280883587,3633.551839470542
49,49,1016.5827814585211,852.6390532556126,1272.923076923077,893.9574468085107,1455.157894736842,1228.0615384637379,791.2577319578132,1098.154981550759,2463.659574468085,2605.714285714286,4494.2521008315425
50,50,1527.3513513513512,,1436.020725387735,547.6288659793814,300.8,182.42917933133282,2421.942857150913,906.609625669578,1805.0872817944633,2083.018867925672,4053.4100719390512
51,51,891.3454545454546,986.4347826086956,800.8767123284479,616.4856230036535,1019.7073170731708,,710.4927536231884,757.219251336427,2002.432,3311.8315789473686,2625.7582417568983
52,52,1080.8163265306123,,1192.1311475404148,770.4854368932039,724.2603550305836,930.3092783493989,2837.142857131061,1805.4545454593224,1943.9370078740158,3446.1971830957664,2845.2713178294575
